feature,feature_dissatisfaction,feature_satisfaction,feature_neutral,feature_frequency
customer service,0.02822986962368835,0.01108227339012516,0.042822094239536215,115
true cost,0.010408751718263564,0.033259907027197284,0.0,3
uber eats,0.015230643721168571,0.02275127702254713,0.03207480570119872,109
lunch hour,0.039652098445719694,0.0,0.06984359798197315,2
last straw,0.004239663571952748,0.0,0.06969932956616097,2
extra fee,0.0,0.022539046773348777,0.046427326048697135,6
real human,0.0,0.02877342414221129,0.0,3
estimated delivery,0.00923166028752422,0.02870469403956099,0.02759397905058642,5
uber eats,0.015026300516037216,0.02244603261182288,0.03164447138828715,109
whole point,0.0,0.030971472901713953,0.0,2
ur food,0.011994161786679529,0.00937561870308973,0.04448834282685176,31
dash pas,0.015546506607650787,0.018459448187785228,0.02433774048763068,17
time frame,0.04401751638128109,0.0,0.0,1
customer service,0.027654783634232724,0.010856510386507532,0.04194974212581473,115
own risk,0.010014466995605544,0.015253511394588524,0.0,2
big deal,0.014715581859478884,0.0,0.04593448084656967,3
double check,0.0,0.0155232748116538,0.06888661745834339,6
do anything,0.015726967896424606,0.012525543070768249,0.04588327423110169,18
correct address,0.002343779655499699,0.0025127578393737827,0.06880594409484807,4
first time,0.0004964053407975139,0.03015806342747878,0.0,16
first time,0.0004959736162418023,0.030131834909241345,0.0,16
full amount,0.0,0.041584900089979095,0.0,7
uber eats,0.01490197624944244,0.02226031913301623,0.03138265207401691,109
hour wait,0.0031176053622862174,0.015881338943116288,0.03416859221892361,4
double dash,0.0,0.04533759612897007,0.0,1
other delivery,0.019512940684937908,0.01699477143653064,0.0,2
uber eats,0.014855622264037789,0.022191076336562785,0.03128503341110621,109
grub hub,0.009817952303498216,0.009812089940585317,0.06407566882519339,17
uber eats,0.014805206683224258,0.022115766397840565,0.03117886127626335,109
grubhub guarantee,0.024806802477654273,0.0,0.06796991758225415,2
ice cold,0.08235853790591681,0.0,0.0,3
uber eats,0.014732733534100267,0.022007507238043858,0.031026237249382888,109
love doordash,0.0,0.08976537606383804,0.0,1
love grubhub,0.0,0.02860483535428035,0.0,1
loyal customer,0.005150499870998486,0.03014510765918097,0.0,8
bank account,0.007091881890136484,0.0347371456396774,0.0,3
one accept,0.004071561417846853,0.008888944199667476,0.0,2
delivery address,0.0,0.03500021778619082,0.0,2
next order,0.00814166590266621,0.006517392794941197,0.05353902689086607,5
driver pick,0.013558404016689741,0.03552049470895994,0.0,2
do anything,0.01527891252296181,0.012168695081037621,0.0445760770837109,18
uber eats,0.014556327436104811,0.02174399480367557,0.03065473677827367,109
missing item,0.022686485841906724,0.002073689568117417,0.006675264651721372,20
be deliver,0.0030774440833306743,0.01388747016780528,0.053400403480757565,10
customer service,0.02676641016802433,0.010507759302769112,0.04060216196349057,115
missing item,0.02262093983096489,0.002067698244469098,0.006655978413519892,20
priority delivery,0.022222610526735243,0.008821076226085692,0.033212349145514596,4
uber eats,0.01446571429609661,0.021608638433455757,0.03046391103821005,109
be deliver,0.0030603549870108497,0.013810352823376048,0.05310387018433084,10
delivery instruction,0.026918305784718558,0.003917830609448087,0.04425322515360904,3
have wait,0.0,0.017611497363842887,0.0,1
promo code,0.0,0.02570152855993578,0.04409267916260443,3
significant amount,0.0,0.06585426443810093,0.0,1
customer service,0.026471305386137973,0.010391909250494972,0.040154515376774814,115
wrong place,0.008025405397923768,0.0,0.0,1
uber eats,0.014351711174134219,0.02143834250528059,0.030223827424331537,109
first time,0.00047527518001840843,0.028874344908285724,0.0,16
customer service,0.026402794224293414,0.010365013645380282,0.04005059029783975,115
make sure,0.0,0.059841849824459815,0.0,7
uber eats,0.014330876028102952,0.021407219317853898,0.030179949878973385,109
parking lot,0.005325706847328104,0.010658053231887864,0.043776845783274225,3
local restaurant,0.0,0.03269154411872364,0.0,2
uber eats,0.014274174923771102,0.021322520170808292,0.030060540815391914,109
quality control,0.011958517210931656,0.0,0.06553197897755442,2
many time,0.0,0.06562732744690923,0.0,7
customer service,0.0261368067532038,0.010260594251587263,0.03964711197132365,115
take advantage,0.006155403805337167,0.043194675442054936,0.06505313434505067,4
uber eats,0.014165822292273282,0.021160664849361674,0.029832356789415652,109
customer service,0.026081052601478315,0.010238706699136839,0.039562538093680495,115
door dash,0.003746654450273332,0.02867913951279969,0.023114389852303595,28
wasted time,0.002505235848123229,0.010027189916916139,0.0,2
other day,0.006560571899513349,0.0,0.0,1
save money,0.0,0.017512725251777626,0.03229586463900301,4
menu item,0.0017441343822931837,0.014279085863722094,0.04300989793352349,3
wasted time,0.002496302397041577,0.00999143383803192,0.0,2
job do,0.0,0.034212940896783256,0.0,1
actual price,0.0,0.05696938182321087,0.0,1
door dash,0.0037251516469314363,0.028514544163764106,0.022981731720640074,28
customer service,0.025800743593493963,0.010128665062331328,0.039137335323844696,115
grubhub decide,0.0,0.0060989490584865995,0.0,1
uber eats,0.01400518290145074,0.02092070445449947,0.02949406004090523,109
uber eats,0.013983939305641707,0.020888971131729002,0.02944932232525493,109
estimated delivery,0.008590928037320414,0.026712417175968523,0.02567879242775841,5
delivery fee,0.0027831987388860125,0.007527781032132051,0.05024111561952732,23
shake shack,0.01039486429766943,0.011346920655560425,0.042722438949623784,3
customer service,0.02568540066900978,0.010083384590271386,0.038962370804065935,115
do anything,0.014626638072026486,0.011649199410736843,0.04267307278540555,18
do anything,0.01462370353270504,0.011646862234308036,0.042664511295783726,18
timely manner,0.0018537088868152553,0.03059299913733061,0.021332255647891863,6
real human,0.0,0.02655828582765291,0.0,3
customer service,0.025529166294300906,0.0100220512551714,0.0387253777464847,115
ur food,0.011065337010522255,0.008649573223787926,0.04104317710350387,31
customer service,0.025499286839300646,0.010010321399756713,0.038680053384208005,115
customer service,0.02549713273403747,0.010009475757047227,0.03867678580629101,115
be deliver,0.0029215845016772016,0.01318412829319478,0.050695897949131985,10
only reason,0.0,0.01603515900804131,0.03619219736886116,7
customer service,0.025400554142957596,0.009971561648188484,0.0385302850401212,115
be lazy,0.03848928422931011,0.0,0.0,1
loyal customer,0.00482084429174366,0.028215682714809544,0.0,8
door dash,0.0036443822238333813,0.027896286573121053,0.022483437586923442,28
delivery person,0.030595432190215367,0.008813266268201843,0.02095764867555622,6
use uber,0.0,0.03334856991708412,0.0,1
cold food,0.06562525354163429,0.0,0.0,2
few minute,0.017169070182630506,0.0011899409715541423,0.0,4
missing item,0.02131172388046796,0.00194802755250396,0.006270755112885186,20
ur food,0.010885547199535528,0.00850903478979881,0.04037630676356605,31
customer service,0.025089970513777534,0.009849635024546447,0.038059158477537124,115
delivery person,0.03040342699942875,0.008757957591378509,0.02082612651540592,6
gift card,0.010504248333126517,0.007012135563742546,0.062471114823000065,14
door dash,0.003616449719675469,0.02768247443903735,0.022311112436785723,28
find other,0.018918393984771565,0.0,0.0,1
business practice,0.0,0.041299995884604555,0.0,1
be fair,0.012611581785201702,0.037169996296144106,0.0,2
bad experience,0.037786521897784385,0.010999294870894665,0.0,3
debit card,0.0224333407428038,0.005735345127144996,0.0,8
contact support,0.004063438027919197,0.017405312794733858,0.05496867750071964,9
business model,0.018777622349387887,0.0,0.06174016718010855,2
different location,0.003125637765658664,0.0,0.06166192707311507,2
take advantage,0.005831345969253977,0.04092064541953543,0.06162834230654835,4
ur food,0.010719448987351953,0.008379198830238214,0.0397602208429344,31
customer service,0.02472985986066537,0.009708265448218829,0.037512904012681605,115
uber eats,0.013423262117430156,0.020051441066503032,0.028268570401553565,109
customer service,0.024728712685658842,0.009707815098740847,0.03751116385458329,115
gift card,0.010362059071757124,0.006917216789470378,0.06162548347538683,14
hour late,0.015277018115070654,0.00013588486513663935,0.04604596671504297,8
be deliver,0.0028278257599741,0.012761026624044868,0.04906897817375305,10
bank account,0.006466985855350524,0.03167630721818491,0.0,3
lot more,0.0,0.08145336146473463,0.0,1
uber eats,0.013314018031584001,0.0198882541056849,0.028038509027151458,109
customer service,0.024513621705676707,0.00962337627292663,0.03718489078504202,115
delivery apps,0.0068099720141685536,0.022244758013174055,0.020355409454136532,6
multiple occasion,0.009162507800881348,0.0006553116216477749,0.040710818908273064,3
contact support,0.004007413429387533,0.01716533727278846,0.05421079758040737,9
get food,0.02291377798774181,0.01485246676333807,0.020283766080315947,6
horrible service,0.0591750634809258,0.0,0.0,1
wrong address,0.04334503181098091,0.0027616086982509267,0.0,10
have trouble,0.029570199688833145,0.0,0.0,1
front door,0.018481374805520718,0.008573978668258962,0.030383057795607727,4
customer service,0.024355099957817122,0.009561144977795671,0.036944427994517415,115
double check,0.0,0.013674186316948842,0.060681038846429704,6
payment method,0.0,0.016586727075179733,0.048544831077143774,5
first place,0.004609346021357146,0.02683473023179469,0.0,4
customer service,0.024261275064661,0.009524311895297757,0.0368021043327257,115
missing item,0.020516247107202738,0.00187531589950071,0.0060366942705473246,20
delivery service,0.018738662398968254,0.026935492764248264,0.0,9
ur food,0.010454603914733268,0.008172174241073329,0.038777866377802346,31
card information,0.03720838634283461,0.0,0.0,1
last order,0.0018261300464422344,0.029900755051262738,0.0,2
same exact,0.01217420030961514,0.01026223442016103,0.0,3
go grab,0.0,0.027617469397604587,0.0,1
different driver,0.0,0.01990287564588962,0.05994926133809134,2
customer service,0.024045960550228077,0.009439785315982437,0.03647549218215275,115
customer service,0.02402425491584415,0.00943126427860057,0.03644256674772788,115
uber eats,0.01303815138870086,0.019476169197888735,0.027457550721520552,109
many review,0.0,0.04449145521476704,0.0,2
take long,0.0,0.03972451358461344,0.0,1
uber eats,0.013020902449376922,0.019450403025159067,0.02742122550851606,109
full amount,0.0,0.036258524025132834,0.0,7
uber eats,0.01298516782537566,0.019397023250486783,0.027345970572307813,109
customer service,0.02390777322221656,0.009385536756974207,0.03626587482076571,115
make sure,0.0,0.05414009767284025,0.0,7
treat customer,0.011567003865294141,0.026350780088821982,0.039685466314351645,3
phone number,0.0,0.008847189020895695,0.039612684850181996,3
customer service,0.02380450102907105,0.009344994923331615,0.036109220481013136,115
be grateful,0.0,0.09847362171559976,0.0,1
business day,0.013429273189631292,0.01869437246320506,0.05384753869935144,11
uber eats,0.012893119865754393,0.019259523571087612,0.027152123189748384,109
do anything,0.013525696201941327,0.01077236829472124,0.03946108570243432,18
date night,0.01708308958224006,0.0,0.0,1
own food,0.0,0.03664112332084173,0.0,2
ad be,0.005746168399984748,0.0,0.09446600614791896,5
multiple time,0.011584737976020784,0.003206687719634231,0.0321961113483122,11
cold food,0.061752364787279426,0.0,0.0,2
good experience,0.0,0.04962618332857665,0.0,2
delivery apps,0.006571383765947549,0.02146541004589582,0.019642255057410678,6
credit card,0.006113460787006965,0.009547555410147646,0.036769839867068915,16
food sit,0.0,0.011452706153036847,0.05883138811268754,2
parking lot,0.004771452745601347,0.00954885404208279,0.03922092540845835,3
long day,0.007154356158439376,0.0,0.0,1
extra fee,0.0,0.019033049631979028,0.039205455752006305,6
only reason,0.0,0.014888743099410308,0.033604676358862565,7
customer service,0.023584194661696,0.009258508679314839,0.035775036152461075,115
front door,0.017875272902368428,0.008292792617810725,0.029386636839521595,4
previous order,0.0004752866716876762,0.0,0.0,1
menu option,0.015446818398295748,0.010376356099840743,0.0,2
credit card,0.006085622671493739,0.009504079879734204,0.03660240556344212,16
payment method,0.0,0.016005389152198075,0.046843413362728445,5
uber eats,0.01275428971470409,0.01905214144834532,0.02685975536853693,109
be ready,0.0,0.0602436671715737,0.0,2
uber eats,0.012726965070151303,0.019011324358198328,0.026802211335538017,109
taco bell,0.011405011560720098,0.007328697418653258,0.0,3
promo code,0.0,0.02261198307117831,0.038792358690365666,3
most people,0.0,0.014166770692866067,0.058188538035548514,2
first thing,0.00327913800943304,0.02316128510743154,0.0,5
wrong address,0.04140234791751281,0.002637835972427355,0.0,10
wrong address,0.04139585739492795,0.0026374224467503285,0.0,10
follow simple,0.0,0.007878385008211836,0.0,3
grub hub,0.00834828758436088,0.00834330276777104,0.054484081199130105,17
re order,0.00677905433510073,0.005488967862749742,0.05143683257336543,9
convenience store,0.04058927224611243,0.0,0.0,1
uber eats,0.012578109492314547,0.01878896642312249,0.02648873057766188,109
grub hub,0.00832389011593606,0.008318919867232624,0.05432485409569359,17
customer service,0.023161606366654243,0.00909261209248861,0.035134008898845305,115
uber eats,0.012545647125916578,0.018740474691305437,0.026420366816163773,109
ur food,0.010018144978349108,0.00783100220755626,0.03715896752208842,31
food come,0.07006935619921757,0.0,0.0,1
gift card,0.009680970432929455,0.006462554474288524,0.05757489696871954,14
more money,0.0,0.08915921527540815,0.0,1
free delivery,0.0,0.06111283338179274,0.0,2
customer service,0.02308018820918564,0.009060649554509682,0.03501050510451665,115
be nice,0.0,0.06758612169676885,0.0,6
day go,0.0,0.0038148186614887242,0.0,1
missing item,0.019488308411453763,0.0017813557434459685,0.00573423390327465,20
couple time,0.0,0.00507134703155158,0.05728258426439576,2
grub hub,0.008260787181087722,0.008255854611555431,0.053913020484137195,17
speak english,0.0029012241971973552,0.022802001917235717,0.0,2
customer service,0.022956293700986133,0.009012011964973992,0.03482256862529786,115
delivery fee,0.002479527259704838,0.006706433864558107,0.044759367700224845,23
add menu,0.006942057617323705,0.011366811732370818,0.0,2
food delivery,0.05608282824237319,0.007100188666727998,0.0,3
full time,0.0,0.03659567077604387,0.0,2
only thing,0.0057801954624867565,0.009068169882703769,0.019005081023970558,6
support number,0.020808703664952313,0.0,0.05701524307191175,2
debit card,0.02058404843868847,0.005262551987385968,0.0,8
uber eats,0.012414296361497395,0.018544265149336436,0.02614375012650981,109
gift card,0.009557310213813779,0.00638000480554673,0.056839461980663246,14
shake shack,0.009209597071473771,0.010053095860339803,0.03785104233875253,3
escalation team,0.012267931274086128,0.012554568891064941,0.03781549685725744,3
few time,0.010728577485130933,0.012965969588610847,0.0,3
bad experience,0.03448471339432765,0.010038170017038302,0.0,3
menu item,0.0015298143025596802,0.012524464859800076,0.037724820792665724,3
door dash,0.0032758319897201443,0.025075182112623683,0.020209725424642333,28
same exact,0.011451434581705345,0.009652979508788314,0.0,3
provide proof,0.0,0.0013382996885778302,0.05643511520183576,2
customer service,0.022645952137083713,0.008890180369528034,0.03435180925329133,115
error message,0.013729031079036693,0.0,0.05642571902002969,2
countless time,0.0,0.0012482021583908678,0.07519395561475013,3
customer service,0.022617236710729835,0.008878907479868652,0.03430825061452157,115
uber eats,0.012277108824842259,0.018339336736091227,0.0258548415509173,109
credit card,0.0058565035223075105,0.009146258369366358,0.03522435232656493,16
delivery fee,0.0024403509154602167,0.006600472713817262,0.044052173056434725,23
make sure,0.0,0.05119398722177662,0.0,7
full refund,0.0039130681305020966,0.021891245586885103,0.0,7
expect customer,0.04562606768163395,0.0,0.0,1
hard earn,0.0,0.004799302940735825,0.0,1
make sure,0.0,0.05092817805914021,0.0,7
contact support,0.0036792849176621955,0.01575983303125467,0.04977199718136257,9
hour late,0.01393303897837097,0.00012393054117359553,0.041995122621774676,8
uber eats,0.012138933880231722,0.018132933349605317,0.025563853554461346,109
get home,0.0,0.07400734071376777,0.0,1
same issue,0.0,0.02886286287836942,0.0,1
customer service,0.022341342066180787,0.008770598801205872,0.033889744024638166,115
google map,0.0067701118581399,0.04434108222123062,0.0,2
follow instruction,0.03309832464731756,0.0,0.05564972899287487,2
full refund,0.003866208308395926,0.02162909327067883,0.0,7
customer service,0.02231132791723358,0.008758816068637904,0.03384421534413524,115
dollar order,0.0,0.029534949043274725,0.0,1
be happy,0.0,0.11796014167161414,0.0,1
dollar coupon,0.011186185068134208,0.07372508854475883,0.0,2
customer service,0.022252759739362575,0.008735823806619655,0.033755372849796385,115
uber eats,0.012059698689708135,0.018014573167164014,0.025396989081280352,109
re open,0.004483597107994186,0.004684342975161414,0.018427388494738517,6
contact support,0.0036236554116159127,0.015521549846744578,0.04901946192516516,9
delivery instruction,0.022363130499365745,0.003254846642065973,0.036764596443873886,3
cover cost,0.023898482249569187,0.0,0.0,1
loyal customer,0.004219047866015808,0.024693457979958786,0.0,8
customer service,0.022099402234801724,0.008675619851921093,0.033522743737434704,115
only reason,0.0,0.013943109177963346,0.03147033085555093,7
take advantage,0.005201947013935981,0.03650392728725683,0.054976565089035104,4
front door,0.016679570541047798,0.007738075955904817,0.027420923015055578,4
customer service,0.021931916576702234,0.00860986957121752,0.03326868352637052,115
gift card,0.009190119114305312,0.006134885527527247,0.054655694364751595,14
multiple occasion,0.008191492475181009,0.0005858636450066501,0.03639640740207594,3
re order,0.006393480811256806,0.005176770825155866,0.04851125035934018,9
solve problem,0.00948386997878794,0.0,0.0,1
delivery driver,0.0055322575167963866,0.025692996025237426,0.03968698848373035,11
business day,0.012356788143608726,0.017201407458438955,0.04954718087620701,11
first thing,0.0030741277844795684,0.02171325204007471,0.0,5
liquor store,0.0,0.04131511340175586,0.0,1
grubhub guarantee,0.019862928895549893,0.0,0.054423847700196,2
cart total,0.0,0.028891616938880354,0.0,1
phone number,0.0,0.008098078480600342,0.03625859354721764,3
suspicious activity,0.043109205084257314,0.0,0.0,2
gift card,0.009133928086609271,0.006097375075453482,0.05432151375211771,14
be prepared,0.04789464088721859,0.0,0.0,2
be careful,0.012940514436228255,0.0,0.0,3
uber eats,0.011795376948656422,0.017619733837727667,0.024840343633980314,109
first time,0.00039048662509665884,0.02372319441271205,0.0,16
lunch break,0.0,0.005947328369696992,0.07165556355612222,3
please fix,0.0,0.004920784811301073,0.0,1
uber cash,0.0033687242795271345,0.005456583407642313,0.0428757982299297,5
re order,0.006277543607906444,0.0050828970262703456,0.0476315638687217,9
customer service,0.021502479009633226,0.008441284147845386,0.03261726656227681,115
fast delivery,0.0,0.03083624204792886,0.0,1
last order,0.0016297468956991792,0.026685209423499667,0.0,2
other apps,0.009380010447979226,0.001185671153200975,0.0,5
multiple time,0.010513925033566051,0.002910283716392881,0.029220125805967844,11
business bureau,0.0,0.07099792664071117,0.0,1
ur food,0.009295267801625602,0.007265942230988961,0.03447769573071594,31
new driver,0.009491152303929867,0.008216899503242581,0.0,3
confirm order,0.04209384290420411,0.0,0.05323195650739573,2
wrong item,0.035617867072788065,0.0,0.0,1
bad luck,0.03453078854262867,0.0,0.0,2
uber eats,0.011592382671031739,0.01731650443201242,0.024412850080033098,109
first thing,0.0029987418236821963,0.0211807841396376,0.0,5
gift card,0.008925509090118846,0.005958244486466874,0.05308199935297836,14
uber eats,0.01155439737395137,0.017259762640103905,0.024332855363745274,109
ur food,0.009226596832185649,0.007212263379820251,0.0342229836728805,31
wrong house,0.0645190476247443,0.0,0.0,3
need help,0.0,0.03519289576720733,0.05300209233905951,2
customer service,0.021268368851253595,0.008349378913667813,0.03226214316290578,115
next day,0.006313677950536845,0.009384772204588587,0.03533472822603966,3
large amount,0.003987172359713158,0.0,0.0,1
accept cash,0.0,0.03515362778607265,0.0,1
missing item,0.017976163187789787,0.0016431360210243766,0.005289300755402604,20
customer service,0.02120915507866324,0.008326133208850346,0.03217232136124869,115
ice cream,0.0,0.0023396609591585437,0.07047270393416383,3
missing item,0.017963085549323566,0.0016419406414203235,0.005285452795062253,20
debit card,0.019061682196607276,0.004873341307249024,0.0,8
credit card,0.0054844138223134374,0.008565155921504239,0.03298639265664332,16
business day,0.011952039287495893,0.01663797221042634,0.047924253902773974,11
specific instruction,0.0066805097857299935,0.0,0.05271667929305137,2
door dash,0.0030471330640132206,0.023324583416152747,0.018798803708281058,28
ice cold,0.0640355339336165,0.0,0.0,3
grub hub,0.007582730078214772,0.007578202380970488,0.0494877634625914,17
door dash,0.0030410361693738483,0.02327791412911852,0.018761189884680934,28
horrible experience,0.1278148152551099,0.0,0.0,1
partial refund,0.017041975324743046,0.0,0.0,1
business model,0.015976592995950355,0.0,0.05253048038697417,2
uber eats,0.011439349507105057,0.01708790608975763,0.024090571580932946,109
door dash,0.003040232330907142,0.023271761067543438,0.0187562307308692,28
delivery apps,0.005856630537411336,0.01913067025917676,0.017505815348811272,6
gift card,0.00882003290293138,0.005887833610804945,0.052454708870888066,14
best app,0.0,0.06950240300984072,0.0,1
correct order,0.0,0.017347791368895346,0.05225311642980466,2
low quality,0.0,0.009241971133635549,0.0,1
customer service,0.020944743858980912,0.008222332608174608,0.0317712340619391,115
uber eats,0.011364881883841523,0.01697666761835118,0.023933747313296238,109
missing item,0.017732335306743716,0.0016208485968342338,0.0052175569142985465,20
business day,0.011829357626602687,0.01646719180922687,0.047432335584532546,11
most other,0.0,0.030420145608568618,0.0,1
re open,0.00421263806786544,0.004401252178729064,0.017313758661738614,6
customer service,0.020824024601616274,0.008174941535123251,0.03158811414377073,115
door dash,0.0030041305450918985,0.02299541635366649,0.01853350649441422,28
uber eats,0.011294684385325816,0.016871807786799777,0.02378591566764666,109
customer service,0.02080738665433961,0.00816840993285837,0.03156287592072074,115
free delivery,0.0,0.0550881692778987,0.0,2
business day,0.011728416847826753,0.01632667605021909,0.04702759197594491,11
only thing,0.005237322125580632,0.008216491479126611,0.017220132431727795,6
taco bell,0.010125088611046162,0.006506237224955897,0.0,3
follow instruction,0.030693712294327994,0.0,0.051606744122713696,2
many other,0.0,0.0347469872656557,0.0,4
business day,0.011662326370946004,0.016234674050287102,0.046762588095150964,11
tip amount,0.0,0.0682164704969807,0.0,1
own risk,0.007463810395118406,0.011368484908777024,0.0,2
ur food,0.008932151262425298,0.006982100618971618,0.03313083603602814,31
true cost,0.007616680112197742,0.024338179951309328,0.0,3
get refunded,0.0,0.011820248324152441,0.05086236700331129,2
hidden fee,0.0,0.0032071985027427832,0.0,1
grub hub,0.007313949853576261,0.007309582646745055,0.04773360209285621,17
delivery driver,0.005141558946182339,0.023878507673714456,0.03688421771149265,11
push notification,0.0,0.032552324541289056,0.0,2
person deliver,0.02054197867176435,0.0,0.0,1
customer service,0.020287360908228195,0.00796426207227192,0.030774045089979565,115
take care,0.0,0.03987216993401856,0.0,1
next order,0.006146323110573122,0.004920123526944446,0.040417791915185707,5
get rid,0.0,0.03354629683561481,0.0,1
uber eats,0.010999416968229014,0.016430742331846958,0.023164100516123495,109
uber eats,0.0109837780786582,0.016407381224104966,0.02313116596959023,109
uber eats,0.010971288801434288,0.016388724953816228,0.023104864314345726,109
support number,0.018382897317527257,0.0,0.05036860420527369,2
chicken sandwich,0.0,0.02429451232615886,0.0,1
bank account,0.0053043696126494145,0.025981631196869397,0.0,3
hour late,0.012507122989151213,0.00011124741149269296,0.0376973153086257,8
different place,0.004258518403953827,0.0,0.07539463061725143,4
be great,0.0,0.10008826861882221,0.0,3
customer service,0.02012429481594575,0.007900246792023596,0.03052668895039851,115
door dash,0.0029030567908231103,0.022221737238544103,0.017909948012837643,28
go get,0.0,0.0026854548834405285,0.066859726824908,3
driver drop,0.0,0.03329567701951258,0.05014479511868101,2
many time,0.0,0.05038196586278398,0.0,7
dash pas,0.011294224851094752,0.013410418412415567,0.01768087972249797,17
couple time,0.0,0.004428765888854719,0.05002441237747143,2
food arrive,0.026364054885786064,0.0,0.0,2
few minute,0.013689028508918939,0.0009487488670187115,0.0,4
delivery window,0.009119911461612977,0.006636797350262049,0.0,2
multiple time,0.009805515857714487,0.0027141940845529593,0.027251326791860372,11
final straw,0.04253594638920966,0.0,0.0,2
customer experience,0.028453751011057137,0.013266221661175668,0.0,3
re open,0.004038432028413472,0.004219246343351429,0.01659777944019194,6
business day,0.011289253113891494,0.015715333180162924,0.04526667120052351,11
door dash,0.0028758440574283652,0.022013434661428938,0.01774206337416045,28
customer service,0.019934407262795266,0.007825702141075948,0.030238647142047374,115
different delivery,0.010069902113579015,0.0,0.0,1
something go,0.030207056680758182,0.0016486847041929172,0.0,3
next door,0.030207056680758182,0.0,0.0,1
multiple time,0.009719115607574215,0.0026902782548059775,0.027011204651869285,11
negative review,0.0,0.06237053348113871,0.0,1
uber eats,0.010761799720909024,0.016075793721789317,0.02266369310205932,109
someone el,0.003662304870282638,0.014774559467103432,0.009862835492121703,10
customer service,0.019788503991859784,0.007768424514272355,0.030017325410805155,115
someone el,0.003659151665359526,0.014761838731037402,0.009854343697328228,10
ur food,0.008511123833511528,0.0066529911149276364,0.03156917521052334,31
uber eats,0.01065841595335046,0.015921360804939545,0.022445973200142716,109
complete opposite,0.0,0.010273151426575413,0.0,2
double check,0.0,0.010974604782600282,0.048701283111211545,6
