feature,dissatisfaction,satisfaction,neutral,frequency
customer service,0.06184814251254673,0.022242697436886154,0.11413490510211208,115
extra hour,0,0.09375121679101082,0,1
customer service,0.061651054526469184,0.022171817887967144,0.11377119783987437,115
food cost,0,0,0.3725841808281091,1
true cost,0.02273161471481519,0.06654163596386492,0,3
uber eats,0.033262117715877296,0.045517481215729974,0.08521743576327558,109
lunch hour,0.08659599622502934,0,0.1855628489210894,2
last straw,0.009258977584119416,0,0.1851795516823883,2
extra fee,0,0.045092881472527734,0.12334970044939776,6
real human,0,0.05756572660107783,0,3
estimated delivery,0.020160971316651666,0.057428221301782344,0.07331262296964242,5
uber eats,0.0328158537320331,0.0449067921226483,0.08407410891014039,109
whole point,0,0.06196326626545668,0,2
ur food,0.026193982904171104,0.018757388773421747,0.11819814381354568,31
dash pas,0.03395192890866655,0.03693100766640778,0.06466133749799852,17
time frame,0.0961296080611352,0,0,1
customer service,0.06039512744759995,0.021720143757051835,0.11145350304519507,115
own risk,0.021870538512212108,0.030517030656742234,0,2
big deal,0.03213727699422936,0,0.12204029253763084,3
double check,0,0.03105673448333585,0.18302031048581915,6
do anything,0.03434603730882636,0.02505930418215629,0.12190424505834296,18
correct address,0.005118567292921218,0.005027164305547624,0.18280597474718635,4
first time,0.0010840968499216121,0.06033591363696443,0,16
first time,0.001083154009076819,0.06028343939189217,0,16
full amount,0,0.08319708413851994,0,7
uber eats,0.032544342660924014,0.04453524331794994,0.0833784984424337,109
hour wait,0.00680852092993862,0.031773097673046896,0.09078027906584828,4
double dash,0,0.0907049383699037,0,1
other delivery,0.04261420212615529,0.0340006931857622,0,2
uber eats,0.03244311045121868,0.04439671229466846,0.08311914185541694,109
independent contractor,0,0,0.3617892953586938,2
grub hub,0.02144137117421652,0.01963061761830035,0.17023841837008438,17
uber eats,0.03233300814599545,0.04424604300618192,0.08283706011297065,109
grubhub guarantee,0.0541754373138828,0,0.180584791046276,2
ice cold,0.17986235072433024,0,0,3
uber eats,0.03217473444059373,0.04402945365747885,0.08243156340231929,109
love doordash,0,0.17958964741888764,0,1
love grubhub,0,0.057228438413684066,0,1
loyal customer,0.011248147887975072,0.060309993600056386,0,8
additional charge,0,0,0.3574135668782222,2
bank account,0.01548792123138963,0.06949708240883058,0,3
one accept,0.008891860229099791,0.017783720458199582,0,2
delivery address,0,0.07002339930416085,0,2
next order,0.017780538670301865,0.013039061667847315,0.14224430936241492,5
driver pick,0.02961012276951585,0.07106429450470945,0,2
do anything,0.03336753168239391,0.02434537407382264,0.11843123917405324,18
uber eats,0.031789482148914944,0.04350225589756486,0.08144454830306358,109
missing item,0.049544889661117114,0.004148739689227069,0.017735070383907914,20
be deliver,0.006720812937243427,0.027784051940057574,0.14187600996704972,10
customer service,0.058455013598858505,0.021022412773103294,0.10787320619200376,115
make money,0,0,0.3541873938886393,2
missing item,0.04940174409408352,0.004136753111007778,0.017683830049660534,20
independent contractor,0,0,0.3529587996537226,2
priority delivery,0.04853183495238687,0.017647939982686132,0.08823969991343066,4
uber eats,0.03159159261878509,0.04323145434946692,0.0809375559802622,109
be charge,0,0,0.3528053743925351,2
be deliver,0.006683492155282178,0.027629766654313527,0.14108817020972358,10
delivery instruction,0.058786737587384834,0.007838231717509135,0.11757347517476967,3
have wait,0,0.03523454967583395,0,1
promo code,0,0.051419919958033695,0.11714693112013252,3
significant amount,0,0.13175173602634904,0,1
customer service,0.05781053591470266,0.020790636659041413,0.10668388350043488,115
wrong place,0.017526638003642875,0,0,1
uber eats,0.03134262183776548,0.04289075076152562,0.08029969366134126,109
be charge,0,0,0.3500906305959365,2
first time,0.0010379508098686823,0.05776763434759762,0,16
customer service,0.0576609147711814,0.020736827802537286,0.10640777181262463,115
make sure,0,0.11972296203856914,0,7
uber eats,0.03129712007877175,0.04282848396666993,0.08018311830503692,109
parking lot,0.011630781424548329,0.02132309923956933,0.1163078142454833,3
local restaurant,0,0.06540453724256992,0,2
uber eats,0.031173290853859545,0.04265903010125327,0.07986586823967098,109
quality control,0.02611613891437241,0,0.17410759276248275,2
know man,0,0,0.3479710485329132,1
many time,0,0.13129771315002933,0,7
customer service,0.057080026219370986,0.020527920505121703,0.10533579685844822,115
take advantage,0.013442751974909626,0.08641769102036848,0.17283538204073695,4
uber eats,0.030936660147391333,0.042335213264672523,0.07925962115100628,109
customer service,0.056958265038964305,0.020484131039742132,0.10511109810103575,115
door dash,0.008182297718152294,0.05737709548186988,0.06141109788148692,28
wasted time,0.005471170569796304,0.020060958698602756,0,2
other day,0.014327596311756395,0,0,1
time stamp,0,0,0.3432190107004546,1
save money,0,0.035036940647069824,0.08580475267511364,4
menu item,0.003809005331502461,0.02856754027194386,0.11427016108777543,3
wasted time,0.005451660855898034,0.019989423081180156,0,2
job do,0,0.06844832899097918,0,1
actual price,0,0.11397614140252049,0,1
door dash,0.008135337866088685,0.05704779679237211,0.06105864724098035,28
customer service,0.05634609976275625,0.02026397556753371,0.10398140490624593,115
grubhub decide,0,0.012201899652939973,0,1
uber eats,0.030585840679405223,0.04185513503632365,0.07836082283236095,109
uber eats,0.03053944690922427,0.04179164757046905,0.07824196214634024,109
estimated delivery,0.01876167973575696,0.05344236043668747,0.06822428994820712,5
delivery fee,0.0060782121737140375,0.015060501060517595,0.13348230642040523,23
shake shack,0.022701286054580605,0.022701286054580605,0.11350643027290303,3
customer service,0.056094202994495954,0.02017338491478118,0.10351655321348759,115
do anything,0.03194303315381795,0.02330604189079244,0.11337527256715307,18
do anything,0.031936624429791644,0.02330136600450749,0.11335252611005266,18
text say,0,0,0.340057578330158,2
timely manner,0.004048304479640625,0.06120607041909191,0.05667626305502633,6
real human,0,0.05313399661408719,0,3
customer service,0.05575300361658587,0.020050678003624253,0.1028869019897541,115
ur food,0.024165527665668856,0.01730482145453525,0.10904491023020813,31
customer service,0.05568775004177317,0.02002721059680699,0.10276648268100429,115
customer service,0.055683045703325725,0.02002551875655963,0.10275780126875075,115
be deliver,0.006380432067792779,0.026376906726446308,0.13469058759661542,10
only reason,0,0.03208083872463218,0.09615666212118168,7
customer service,0.05547212825793454,0.019949665663299063,0.10236857304561989,115
be lazy,0.08405653275546142,0,0,1
loyal customer,0.010528214910511374,0.05644987781070739,0,8
door dash,0.00795894597431345,0.055810875970710695,0.05973476242226028,28
delivery person,0.0668171933970629,0.017632314942785266,0.05568099449755242,6
use uber,0,0.0667190199155858,0,1
cold food,0.14331862450450972,0,0,2
few minute,0.03749543643339838,0.0023806626664018998,0,4
missing item,0.04654255469551548,0.003897333210832566,0.01666035566973224,20
ur food,0.023772885702096163,0.01702365237893354,0.10727314640767742,31
customer service,0.05479384640566763,0.019705732419647598,0.1011168679547958,115
delivery person,0.06639787433380319,0.017521661300975256,0.055331561944835995,6
gift card,0.022940169238392188,0.01402887180743714,0.1659753846705378,14
door dash,0.007897944334566006,0.055383111419859056,0.059276923096620644,28
find other,0.04131577490990871,0,0,1
business practice,0,0.0826270888013981,0,1
be fair,0.02754236298888409,0.0743643799212583,0,2
be cheap,0,0,0.3302594372340104,1
bad experience,0.08252177402658352,0.022005806407088938,0,3
debit card,0.04899204749372694,0.011474453228793941,0,8
contact support,0.008874119603229117,0.03482204525939645,0.14604265377466405,9
business model,0.0410083445220072,0,0.1640333780880288,2
different location,0.006826062850779731,0,0.1638255071081095,2
take advantage,0.012735043877479042,0.0818681389784563,0.1637362779569126,4
ur food,0.023410144744642803,0.016763895274109576,0.10563630835929845,31
customer service,0.05400740276258578,0.019422900514054257,0.09966556049551202,115
uber eats,0.029314987130877584,0.040116037934414275,0.07510490023713517,109
customer service,0.05400489745349922,0.019421999519622823,0.0996609371842333,115
gift card,0.02262964290502195,0.013838971982443963,0.1637286825169547,14
email response,0,0,0.326558021382032,1
hour late,0.033363394495586195,0.0002718588846784787,0.1223364919884908,8
be deliver,0.006175672875698586,0.025530425790066806,0.13036813174943396,10
bank account,0.014123214272855346,0.06337339734198369,0,3
lot more,0,0.16296016468679245,0,1
uber eats,0.029076409582239327,0.03978955694539856,0.0744936653452589,109
customer service,0.0535351614642156,0.01925306646746637,0.09879408378521558,115
delivery apps,0.014872259828537687,0.044504110868575364,0.054080944831046134,6
multiple occasion,0.02000994958748707,0.0013110531949148286,0.10816188966209227,3
contact support,0.008751767795553759,0.03434193676695626,0.14402909260060293,9
get food,0.050041271708328505,0.02971467826784024,0.053890600276404264,6
horrible service,0.12923209047372053,0,0,1
wrong address,0.09466097276580979,0.005525029294982414,0,10
have trouble,0.06457819386615525,0,0,1
front door,0.040361371166347026,0.017153582745697487,0.08072274233269405,4
customer service,0.053188966704863214,0.01912856304709366,0.09815521405687222,115
double check,0,0.027357344302268438,0.16121944987343115,6
payment method,0,0.03318433674411865,0.12897555989874493,5
first place,0.010066325019638025,0.05368706679824633,0,4
keep say,0,0,0.3218089143597121,1
customer service,0.05298406304498041,0.01905487271581881,0.09777708370686121,115
missing item,0.04480531741539843,0.003751862198525865,0.016038494855283712,20
delivery service,0.040923260103988716,0.05388865797370693,0,9
authorization hold,0,0,0.3206597829840412,1
ur food,0.022831751070469464,0.016349710266421055,0.1030263555723972,31
card information,0.0812591870186722,0,0,1
last order,0.0039880752042568855,0.05982112806385327,0,2
same exact,0.026587168028379234,0.020531201918388035,0,3
go grab,0,0.055253058687020774,0,1
different driver,0,0.03981880961903761,0.15927523847615044,2
customer service,0.05251383888005882,0.018885764099084823,0.09690932942581457,115
customer service,0.05246643606641593,0.018868716433646817,0.09682185201069886,115
uber eats,0.028473945962352476,0.03896511675985167,0.07295015554032211,109
many review,0,0.08901210138629498,0,2
take long,0,0.07947509052347765,0,1
uber eats,0.028436276100147685,0.038913567509140934,0.07285364547773172,109
full amount,0,0.07254083735996396,0,7
uber eats,0.028358235454471515,0.0388067729371906,0.07265370560118384,109
customer service,0.052212052346586664,0.01877723138845109,0.09635241088372655,115
make sure,0,0.10831571680126263,0,7
treat customer,0.025261115106558495,0.05271884899138308,0.10543769798276616,3
phone number,0,0.01770018270497713,0.10524432971093896,3
customer service,0.05198651678104728,0.018696121121565844,0.09593620630062581,115
be grateful,0,0.19701185222449943,0,1
business day,0.02932811467786852,0.03740101035166117,0.14306397403838303,11
uber eats,0.02815721242980622,0.03853168336450342,0.07213868527572882,109
do anything,0.02953869235565365,0.021551804367639104,0.10484155593405924,18
date night,0.037307663880653694,0,0,1
own food,0,0.07330628697575137,0,2
ad be,0.012549025059912705,0,0.2509805011982541,5
multiple time,0.025299844531878515,0.006415479355225347,0.08553972473633796,11
driver steal,0,0,0.3136294055698933,1
cold food,0.13486064439505416,0,0,2
good experience,0,0.09928492652207027,0,2
delivery apps,0.014351208286446718,0.042944903601838225,0.05218621195071533,6
credit card,0.013351152851550283,0.0191013749956477,0.09769136237607104,16
food sit,0,0.022912926455667088,0.1563052348332671,2
parking lot,0.010420348988884475,0.019103973111553704,0.10420348988884474,3
long day,0.015624358436838535,0,0,1
extra fee,0,0.03807858689615967,0.10416238957892356,6
only reason,0,0.02978725474098098,0.08928204821050591,7
customer service,0.05150539093637919,0.01852309188968798,0.09504833399933195,115
front door,0.039037708606868476,0.016591026157919103,0.07807541721373695,4
previous order,0.0010379759064609079,0,0,1
menu option,0.03373422038530034,0.02075952015327138,0,2
credit card,0.013290357346636587,0.019014395410414997,0.09724651721794894,16
payment method,0,0.032021279480867616,0.12445517539087343,5
uber eats,0.02785402203869168,0.03811678305508149,0.07136191249476688,109
be ready,0,0.12052686036617884,0,2
uber eats,0.027794347900139207,0.03803512209459097,0.07120902754882741,109
taco bell,0.024907341017790324,0.01466220321429554,0,3
promo code,0,0.04523880192187701,0.10306485924180153,3
most people,0,0.02834283623996299,0.1545972888627023,2
first thing,0.00716129117541995,0.04633776639284457,0,5
text say,0,0,0.3084196347562468,2
wrong address,0.09041835626632033,0.00527740263573556,0,10
wrong address,0.09040418165031545,0.005276575313066207,0,10
follow simple,0,0.015761939044836255,0,3
grub hub,0.01823177860638077,0.01669207959767749,0.14475516182267742,17
re order,0.014804738881985219,0.010981537051254512,0.1366591279311572,9
el order,0,0,0.306926123033555,1
convenience store,0.08864268485090622,0,0,1
uber eats,0.027469263035486437,0.03759026033483335,0.07037616119895165,109
grub hub,0.018178497111417505,0.01664329779891767,0.14433212183343236,17
customer service,0.050582502720203835,0.018191189870863538,0.09334523096836116,115
uber eats,0.027398368654905202,0.03749324505565084,0.07019453002998147,109
ur food,0.021878570838173704,0.01566714235554924,0.09872520997765134,31
food come,0.1530240754653596,0,0,1
gift card,0.021142217232517635,0.012929349046980537,0.1529669463851405,14
more money,0,0.17837692813839517,0,1
speak spanish,0,0,0.3056644076219372,1
free delivery,0,0.12226576304877489,0,2
customer service,0.050404694061061864,0.01812724382420335,0.09301710188294221,115
be nice,0,0.13521658681963064,0,6
day go,0,0.007632140235189793,0,1
missing item,0.042560407841735086,0.003563880238919399,0.015234907854348806,20
couple time,0,0.01014602138677025,0.15219032004060215,2
grub hub,0.018040686964612963,0.01651712591028888,0.14323794827350791,17
speak english,0.006335967312609875,0.045618964285839385,0,2
customer service,0.0501341215369107,0.018029936733885997,0.0925177858467174,115
delivery fee,0.005415025727205558,0.013417267837407054,0.1189182119240769,23
actual restaurant,0,0,0.3035284365613927,1
add menu,0.015160720839191625,0.022741081258787436,0,2
food delivery,0.12247897521523893,0.014205035785272555,0,3
full time,0,0.07321535206462554,0,2
only thing,0.01262333657157222,0.01814228941469798,0.05049334628628888,6
support number,0.045444011657659995,0,0.15148003885886666,2
debit card,0.04495338836436548,0.010528556748496126,0,8
uber eats,0.027111512454460543,0.037100697238134014,0.06945960539158355,109
gift card,0.02087215637098752,0.012764195548449613,0.15101301767122757,14
shake shack,0.020112787582405322,0.020112787582405322,0.1005639379120266,3
escalation team,0.026791866557931487,0.025117374866664047,0.10046949946665619,3
few time,0.023430080419933563,0.025940446182798393,0,3
bad experience,0.07531097288594497,0.02008292610291866,0,3
menu item,0.003340952906964194,0.025057147052802927,0.10022858821121171,3
door dash,0.0071540711774425395,0.050166816115914614,0.05369388654172056,28
same exact,0.025008723993914486,0.019312292361947907,0,3
provide proof,0,0.0026774774389802477,0.149938735383384,2
customer service,0.04945636832965104,0.017786193608974887,0.0912670563203207,115
error message,0.02998275425753434,0,0.1499137712876717,2
countless time,0,0.0024972232653879653,0.19977786123103722,3
customer service,0.04939365687049471,0.017763640433484502,0.09115132824589758,115
uber eats,0.02681190935974483,0.03669070595759124,0.06869202325215087,109
credit card,0.012789985317015676,0.018298517622077598,0.09358525846283923,16
delivery fee,0.005329468727921895,0.013205276014545271,0.11703931311824366,23
make sure,0,0.10242156294858627,0,7
full refund,0.00854572762450668,0.04379685407559673,0,7
expect customer,0.09964251425760816,0,0,1
get reimburse,0,0,0.298927543071752,1
hard earn,0,0.00960175471631989,0,1
make sure,0,0.1018897702252467,0,7
contact support,0.008035169772334644,0.03153000612898628,0.13223593658290445,9
hour late,0.03042828596892186,0.0002479423934900649,0.11157407149182563,8
uber eats,0.026510149870312805,0.03627776376283333,0.06791891643657497,109
get home,0,0.14806323783173345,0,1
same issue,0,0.05774466275437604,0,1
customer service,0.0487911320979261,0.017546952014559816,0.09003942568997458,115
google map,0.014785209456519866,0.08871125673911918,0,2
follow instruction,0.0722832462483029,0,0.14785209456519866,2
full refund,0.008443390720855367,0.043272377444383746,0,7
customer service,0.04872558436575534,0.017523378818743104,0.08991846354160529,115
dollar order,0,0.05908927604162634,0,1
be happy,0,0.23599767729176105,0,1
dollar coupon,0.02442944706340495,0.14749854830735065,0,2
add item,0,0,0.2946708209849621,1
customer service,0.04859767764937395,0.017477379209425173,0.08968242377803196,115
uber eats,0.026337108580483996,0.036040965741534495,0.06747558522338098,109
re open,0.009791702670412678,0.009371759359645617,0.04895851310727083,6
contact support,0.007913680804930344,0.031053283421763517,0.13023657529442106,9
delivery instruction,0.0488387157354079,0.006511828797280197,0.0976774314708158,3
cover cost,0.05219176184333875,0,0,1
loyal customer,0.00921395505912155,0.04940311740041193,0,8
customer service,0.04826276105210458,0.017356931800060486,0.08906436683252694,115
only reason,0,0.027895366465269522,0.08361144641420896,7
take advantage,0.01136050301595654,0.07303180489391545,0.1460636097878309,4
front door,0.0364264209014038,0.015481228883096615,0.0728528418028076,4
customer service,0.047896990059268306,0.017225388099727106,0.08838937101437438,115
gift card,0.020070249780585366,0.012273796169029894,0.14521110952361505,14
multiple occasion,0.017889354643592797,0.0011721116766387717,0.0966992142896908,3
re order,0.013962687017795359,0.010356938142797513,0.12888634150443973,9
solve problem,0.02071177065208876,0,0,1
delivery driver,0.01208186627742283,0.0514028492904192,0.10544174213419323,11
be possible,0,0,0.2897789949130875,1
business day,0.02698592057876167,0.03441410080399769,0.13163863696956915,11
first thing,0.006713570490713572,0.043440750199957814,0,5
liquor store,0,0.08265733375434213,0,1
front desk,0,0,0.2893006678508968,2
grubhub guarantee,0.04337853942362382,0,0.1445951314120794,2
cart total,0,0.057802189741010035,0,1
phone number,0,0.016201470131058496,0.09633306574827544,3
different person,0,0,0.2889991972448263,1
suspicious activity,0.09414595209508606,0,0,2
gift card,0.01994753450918783,0.012198750654179477,0.14432324709489905,14
be prepared,0.10459683860480339,0,0,2
be careful,0.028260717167429613,0,0,3
uber eats,0.025759857807195308,0.035251028027574946,0.06599667064818096,109
first time,0.0008527815585620701,0.04746195367352781,0,16
lunch break,0,0.011898558796641721,0.19037694074626754,3
please fix,0,0.009844798162014138,0,1
uber cash,0.0073569381300824955,0.010916746893516455,0.11391388042988668,5
re order,0.013709492407239964,0.010169128954188629,0.12654916048752404,9
customer service,0.04695914375618559,0.01688810664365849,0.08665866424689146,115
fast delivery,0,0.06169271583257984,0,1
last order,0.0035591951387116136,0.053387927080674205,0,2
other apps,0.020484952403108637,0.002372120228256826,0,5
multiple time,0.022961302130409988,0.0058224768773233035,0.07763302503097737,11
business bureau,0,0.14204243520140394,0,1
ur food,0.020299883411267435,0.01453665166512895,0.09160151579930668,31
new driver,0.020727674481273585,0.016439190135117666,0,3
confirm order,0.09192850830377472,0,0.14142847431349956,2
wrong item,0.07778566087242476,0,0,1
bad luck,0.07541159614485785,0,0,2
uber eats,0.025316539738595458,0.034644370266561274,0.06486089122017497,109
first thing,0.006548935512174704,0.04237546504554185,0,5
be pricy,0,0,0.2823491997235607,1
gift card,0.019492369427369698,0.01192039819227341,0.1410300630404009,14
uber eats,0.025233583860558316,0.03453084945431042,0.06464835853454738,109
ur food,0.02014991326483164,0.014429258743960966,0.0909247881324602,31
wrong house,0.14090278758394315,0,0,3
need help,0,0.0704088816827065,0.140817763365413,2
customer service,0.046447871889476286,0.016704235876045706,0.08571516030938181,115
next day,0.01378840599619669,0.018775701782055065,0.09387850891027533,3
large amount,0.008707563436596203,0,0,1
accept cash,0,0.070330319956615,0,1
missing item,0.03925804233743888,0.0032873501077652204,0.01405279431947809,20
customer service,0.04631855526239472,0.01665772921484484,0.08547651868878527,115
ice cream,0,0.0046808569758144325,0.18723427903257728,3
missing item,0.03922948215586859,0.003284958564265525,0.014042570927443297,20
debit card,0.041628701235061565,0.009749880026106526,0,8
credit card,0.011977380700385615,0.017135931463561484,0.08763937102118224,16
business day,0.026101991813578876,0.033286860636675235,0.12732678933453112,11
specific instruction,0.014589527991268182,0,0.14005946826798424,2
door dash,0.006654616871529989,0.046664470150722004,0.04994530169132085,28
ice cold,0.1398468447356984,0,0,3
grub hub,0.016559881846540364,0.015161376839769487,0.13148077476222864,17
door dash,0.006641301897395661,0.04657110095681586,0.04984536800422967,28
horrible experience,0.2791340608236862,0,0,1
partial refund,0.037217874683446804,0,0,1
business model,0.03489119216880929,0,0.13956476867523715,2
uber eats,0.024982331467024676,0.034187023598098755,0.06400465073189891,109
door dash,0.0066395463990599046,0.046558790796626316,0.04983219235554987,28
delivery apps,0.012790262704591134,0.03827389219969651,0.04651004619851321,6
gift card,0.0192620205715576,0.011779530244195266,0.1393634563316829,14
best app,0,0.1390504067228106,0,1
correct order,0,0.03470696466776585,0.1388278586710634,2
low quality,0,0.01849000594800369,0,1
customer service,0.0457411090772247,0.016450059909655673,0.0844108962970928,115
uber eats,0.024819702040694478,0.033964473671442216,0.0635879946786105,109
missing item,0.03872554799049961,0.0032427606365493878,0.01386218283993709,20
business day,0.025834068019882753,0.032945187784821355,0.1260198439994281,11
most other,0,0.06086024995192876,0,1
re open,0.009199956736758013,0.008805392030190482,0.04599978345379115,6
customer service,0.04547747096562908,0.016355246670149513,0.083924377064245,115
door dash,0.006560703910749915,0.04600592005840389,0.04924045102156207,28
uber eats,0.024666398115940125,0.03375468520953761,0.06319523052956848,109
customer service,0.04544113544554213,0.016342179180218963,0.0838573232940187,115
free delivery,0,0.11021248204356744,0,2
business day,0.02561362401715742,0.03266406407405948,0.12494450740076792,11
only thing,0.011437758524605962,0.01643837381918001,0.04575103409842385,6
taco bell,0.022112124440034242,0.01301674320867896,0,3
company need,0,0,0.2742211094400982,2
follow instruction,0.06703182676725851,0,0.1371105547200491,2
many other,0,0.06951677211790297,0,4
business day,0.02546928939400225,0.032479999711449666,0.12424043606830368,11
tip amount,0,0.13647769799350304,0,1
own risk,0.016300173815133333,0.022744428709375104,0,2
ur food,0.01950687523035412,0.013968782211891795,0.08802313310905975,31
true cost,0.016634025136047535,0.04869232824429615,0,3
get ahold,0,0,0.2721116306758851,1
get refunded,0,0.023648251943250164,0.1351328682471438,2
hidden fee,0,0.0064165012565685145,0,1
grub hub,0.01597289421585993,0.01462396112922873,0.1268202591152627,17
delivery driver,0.011228621852229755,0.047772682096957626,0.09799524532709257,11
push notification,0,0.06512600674538245,0,2
person deliver,0.04486151243546008,0,0,1
customer service,0.04430545412444314,0.01593374951711625,0.08176153068741648,115
take care,0,0.07977050009999376,0,1
next order,0.013422920696356125,0.009843475159430596,0.107383365570849,5
get rid,0,0.06711460348178062,0,1
uber eats,0.024021565253656955,0.03287226491546688,0.061543170865507014,109
uber eats,0.02398741157011126,0.03282552737270071,0.06145566924103151,109
uber eats,0.023960136307370313,0.032788202591696985,0.06138579010794663,109
support number,0.040146306730597096,0,0.13382102243532365,2
chicken sandwich,0,0.04860496434355545,0,1
bank account,0.011584183156963199,0.05198030900795234,0,3
hour late,0.027314236007891082,0.00022256781269461,0.10015551070479897,8
different place,0.009300154546368379,0,0.20031102140959794,4
be great,0,0.20024220540487828,0,3
customer service,0.043949334996698806,0.015805676956031686,0.08110434647461817,115
door dash,0.0063399695035888165,0.04445805421532672,0.04758375961886361,28
go get,0,0.005372671700650321,0.17763519844607545,3
driver drop,0,0.0666131994172783,0.1332263988345566,2
many time,0,0.10079698746132501,0,7
dash pas,0.024665394541700764,0.02682963543440983,0.04697516318653375,17
couple time,0,0.008860437502256834,0.1329065618693197,2
food arrive,0.057576312146285426,0,0,2
few minute,0.029895392868183122,0.0018981202105786675,0,4
delivery window,0.019916923680181498,0.013277949120121,0,2
multiple time,0.021414211289762664,0.005430168958738075,0.07240225278317433,11
final straw,0.0928940156342637,0,0,2
customer experience,0.0621399878373248,0.02654114732407534,0,3
re open,0.008819509140638778,0.00844126094494432,0.04409754548270617,6
business day,0.0246545367926039,0.031440977230337445,0.12026603313465319,11
door dash,0.006280539767189168,0.044041312393246566,0.047137717995248136,28
customer service,0.043534640630439554,0.015656538745201592,0.08033906719190119,115
different delivery,0.021991602956590472,0,0,1
something go,0.0659690222921493,0.003298451114607465,0,3
next door,0.0659690222921493,0,0,1
multiple time,0.02122552226627428,0.0053823216080074385,0.07176428810676584,11
negative review,0,0.12478198842769614,0,1
uber eats,0.023502634275007952,0.03216213481266704,0.06021367141161367,109
wait hour,0,0,0.2624485342073792,1
someone el,0.007998087141744626,0.02955881256019609,0.0262039171124963,10
customer service,0.04321600329233131,0.015541945911597917,0.07975105208151047,115
someone el,0.007991200875132751,0.029533362741956736,0.026181355822988677,10
ur food,0.018587395780993804,0.01331034727422232,0.08387405946162355,31
