extracted_features,meaningful,weight
be gon,,1.9055758420678321
uber eat,,1.5701758226038875
good thing,,1.25115080506472
most driver,,1.8378834923545213
fault driver,,1.3343761126011013
be absolute,,2.5563901541042626
be awesome,,3.227878228155347
be joke,,7.881581195460561
do show,,4.7821429526034
uber pas,,1.216283257725697
change delivery,,2.6142290105853028
wait day,,2.052244623109068
part order,,3.670661820020285
account find,,1.1680824185075585
occasion have,,1.1813355838261599
driver confirm,,1.106356048153934
do mention,,1.7569854946212597
do plan,,1.5108592874806903
promise do,,0.746932094239469
love use,,2.0942082869983922
be disappointing,,1.2122841436576095
be lock,,0.8942926644720567
be seal,,1.4220701853509756
be stale,,1.526007000101175
be surprise,,1.0505969911961932
starbucks be,,1.769337110777171
be fine,,10.249297154039098
be prepare,,4.210212432279924
second try,,1.051245175110214
deliver address,,1.6503608602025779
something go,,2.3136337612805287
love uber,,1.439135618177831
take multiple,,1.453132712609366
mark order,,1.798757685891324
tip price,,0.6999153933413109
be nice,,6.5115094356006145
do feel,,3.3913016077687086
cost money,,1.0764256479217922
amount pay,,0.4323590399130933
restaurant close,,2.143356102702732
more minute,,1.5035659416606733
receive food,,9.330935680290976
doordash let,,1.2201851250506315
end pay,,1.7068110477217278
driver available,,1.10949572087116
app confirm,,0.26989431691189975
food prepare,,1.141046365766694
status order,,0.8710384487641945
report restaurant,,1.1150959345060265
find charge,,1.2103023050923312
be glad,,2.1723598531450827
be likely,,1.8086681013689598
be weird,,1.787266094332535
go menu,,0.6611876830183295
do seem,,3.358610407181858
be awful,,6.558486260495848
recommend uber,,1.4540434606970942
use own,,1.8695044131013177
good doordash,,3.5513574142220996
driver leave,,4.121876094423821
order exact,,1.1797006982206226
have ability,,1.4087856485565022
support say,,1.5824896022969535
available app,,1.0621968975248905
be annoy,,4.355377813398829
be important,,1.706813918837146
do answer,,2.7008380671320307
be easy,,9.925288679111935
tell check,,1.4187863992705587
complete order,,3.159562110326318
agent say,,0.6656962070347971
offer give,,1.5995447251233612
app store,,2.2161394948539286
be cheap,,4.016958346823383
pay tip,,2.52691686182405
order grocery,,2.2693673853981196
receive call,,1.475284836829983
last minute,,1.0460354229639246
keep good,,1.5329229399652788
add item,,1.2062300155662196
go different,,1.4066230870111789
account credit,,1.1522092243183761
late delivery,,2.3829363826897
tip driver,,6.881869097911318
doordash grubhub,,3.331532778063623
be deactivate,,2.7808505283376648
app save,,1.2658199395879288
go stop,,1.034592322993866
be horrible,,13.283376360140402
do receive,,9.384965782662443
able make,,0.9583506807857818
next order,,4.99430657511912
come find,,1.0361377314449296
be worth,,12.724161813937092
do compensate,,0.9664941451284585
others do,,1.085857254970115
great app,,2.4928113869232362
be fair,,4.345820750420917
multiple item,,1.0165341728032924
want give,,2.8429314649843507
fact driver,,1.2060209566396969
have feature,,1.49332641813187
food sit,,1.5717916393695943
lot time,,1.8164989111694068
separate order,,0.8976871101356348
amount money,,0.9420465707343845
try send,,1.116623872433312
need contact,,1.0220662170710544
do respond,,2.042666483384205
have figure,,2.485269195580513
late hour,,1.34738100931441
many refund,,1.8813766451818479
give someone,,1.7225290832710056
reach driver,,1.259806509960967
new restaurant,,1.3804471343253422
anything call,,0.2726622919378919
want know,,1.3678882966825798
find place,,1.562416153465072
driver take,,8.041703557663457
fault restaurant,,1.1012189145372462
restaurant menu,,0.9033033466001621
have deal,,5.029530844187803
issue refund,,4.691157638925991
use service,,19.412992466287186
say help,,2.441096717322684
money business,,1.4177926743381257
pay dash,,2.017112439537059
be amazing,,2.0974774727739356
be frustrate,,5.215090754302707
be locate,,1.465206962238494
be loyal,,4.311466262082804
be rude,,2.8814441984634462
be safe,,0.9844417365995206
be unfair,,1.3344534583796623
be unreliable,,1.4598612325056286
cc be,,0.6774901963484639
ordering be,,1.3241764712786792
be force,,1.9921096270827117
be sad,,2.3817988620681327
be stupid,,1.7767446821401007
update app,,2.3198343223543696
help issue,,1.1912340921512252
have proof,,0.9910262425291609
dash other,,1.2485641989389629
able give,,1.0296777190529185
order direct,,1.5403799594428003
make thing,,1.2458752517289247
get response,,1.9281367713908093
order pizza,,4.8944186378445815
dasher make,,0.9791721773915214
hour think,,1.0856918776913322
wrong miss,,0.9755021242954522
need good,,0.3962510843342962
entire time,,0.5229607567125669
be hungry,,5.547287618670497
order local,,2.4940884087507094
order yesterday,,1.2986324723779874
do think,,4.042779850909709
drive place,,1.2642054225835966
day try,,1.0232841269468071
fine service,,1.3617898096735341
contact uber,,3.741086895674332
end cancel,,1.4092193877146415
keep go,,2.3907747919594073
get lose,,2.3467169332621363
guy do,,1.8906584971736027
hour wait,,2.4000664409604804
start get,,2.1228500976121536
delivery time,,14.406537750509377
keep make,,1.3067976795216367
fee keep,,1.3285494206226478
be great,,15.378321767307202
end call,,0.8858979936388954
send driver,,3.070791198485734
try add,,1.1087889498156411
be helpful,,3.2082697270333806
be possible,,2.725147762339076
error get,,0.8227572978629072
app allow,,2.2614633051150705
restaurant decide,,0.9325294092297375
food incorrect,,0.8585637544955169
review app,,2.69404782310283
try use,,6.483117348745624
eats dollar,,0.7877057175277363
get real,,0.8645653906483519
assign order,,1.224024043853066
order burger,,1.4797896653097447
pickup order,,1.2931558917995059
wrong item,,1.9601513435952163
work company,,1.1076748292354501
think doordash,,1.298282555408523
be fault,,8.717787042120127
eats year,,0.7931850520232893
try change,,0.9522649557331828
have multiple,,5.650721213748733
deliver first,,1.3014354680873224
be disable,,2.3777210139200173
app state,,0.8906788484636963
come pick,,0.9509162779691033
sure get,,2.4358909962787467
house take,,0.7117828532496258
month have,,4.064636102616954
people money,,1.2198854416193714
get small,,1.1113397955262787
previous order,,1.0577909376527144
review place,,1.102950361864011
job do,,1.3491382568043586
tell receive,,1.9171720663061211
tonight have,,0.8678426429690149
platform have,,0.7008172912482395
trouble have,,0.3104927783666914
be hack,,2.273428856702014
entree be,,2.190282440694206
get own,,1.5426466634299736
use other,,4.893773054494729
service refuse,,1.2007735626583609
price item,,1.0495174251679327
come way,,0.8461396746355416
be huge,,2.889464571304455
tell drive,,1.5322213919575276
doordash credit,,1.6578467374504227
same item,,1.0127357559320354
have start,,3.3132927563790604
worth time,,2.0543357591521008
picture driver,,1.0504947948733376
wrong card,,1.379543746720175
team do,,0.5554165611288205
delivery option,,2.411182692838864
dinner time,,1.2681760255562256
service love,,0.11547330483475124
be approve,,1.070615430855835
be clear,,2.3360688909652807
be false,,1.2500905424117565
be professional,,1.6811756588813687
be punish,,1.5456746750342134
be starve,,1.5194115776486132
app show,,2.9730306397014874
hour minute,,2.0045018944771096
use credit,,3.2996037415930517
delay driver,,0.5222611248241888
do follow,,2.6380597591011155
cancel wait,,2.6455161352158885
app phone,,1.8806307099412343
take more,,1.5241087357713865
straw be,,1.7310491234030452
keep get,,3.252734878625675
new customer,,1.472903959550777
picture app,,1.1071495609872772
charge thing,,0.38181939316296465
anything make,,1.5446446018944926
show hour,,0.7347351611995145
cause do,,0.7072479007274289
item arrive,,1.6816792342307616
get ready,,1.0230441914069865
charge dash,,1.135521230376149
joke order,,0.3261443368738628
order mine,,0.787273853423767
recent order,,1.2054169208045848
contact help,,1.2496598235740413
own delivery,,1.1264057579550961
button do,,0.9704992954205012
think take,,1.1100134021673742
order something,,6.168123760693946
ask tip,,0.9363603963616994
have issue,,15.658510396116494
say least,,1.1809942242381835
be accurate,,0.9844831034014461
be college,,1.0884212195303615
be delicious,,1.303998096105048
be greedy,,0.7359080213245802
be inedible,,1.1812602857861483
be lucky,,1.060869761564467
be present,,1.0140297873595163
be struggle,,0.8484971083817334
be wonderful,,1.788951131843358
be worthless,,1.4691463539636476
expectation be,,0.5678766573122087
reflect be,,0.816646298115558
rice be,,1.5745349850057226
yes be,,1.054148539907084
be certain,,1.333990025310639
be design,,1.8475289924728262
be glitch,,2.7385063648173653
be warm,,2.146414418431417
look app,,1.685115187914194
point use,,1.2390169936271394
driver refuse,,1.745210744340072
month uber,,1.1104046483767975
deal restaurant,,1.1049458853927445
deliver cold,,1.351869013915977
eat food,,1.302385576545993
store do,,2.628031441807642
fix app,,1.8856280976892161
find good,,0.7897333223304881
do work,,6.2961923299850975
year use,,1.7977226701164544
get delay,,1.7725692062916993
refund end,,1.6300759775723823
call door,,1.3694621184211389
make money,,2.7665126272965246
day go,,2.18628223007541
pay meal,,0.8529287543614457
be bug,,2.5802123604126908
service response,,1.554235785675666
tell happen,,1.6912118423188969
picture food,,1.2077056794409597
get food,,25.325932071448253
do scam,,1.4055998166752803
be complete,,6.580044117263506
be expensive,,6.917728726336038
charge delivery,,4.662653109311564
grubhub first,,0.8327617446827116
hungry do,,0.43285209383252277
same place,,1.3035824928422093
be rip,,3.0059723936026113
be true,,2.4971365119549853
be close,,9.693228584013962
refund business,,1.0816266584284697
have enter,,0.9049505879679026
notification app,,1.343115447556925
other way,,1.087779161872607
anything give,,0.670445832401801
food delivery,,18.19418310717715
cancel last,,1.5191971647322313
extra delivery,,1.1986929048398804
app few,,0.9360331842831449
try cancel,,3.207821269542773
wait see,,1.2036436108808393
best driver,,1.6685699206132891
instruction driver,,1.1383441626922763
today order,,3.7293014837475744
tip more,,0.7198543478181694
allow driver,,1.4673898705666446
be cold,,16.052324627374926
pay option,,0.8815106835918007
ask want,,1.3459386761539704
go change,,1.5344218618419092
hour try,,2.650353272122782
buy get,,0.6656699467253725
price doordash,,0.96462366338173
hour more,,1.073827519920388
day work,,0.5567964440967567
appear be,,1.3148128187128019
be disappointed,,4.442821351945604
be limit,,1.3925402993086213
gps be,,2.1036862983379767
customer year,,1.8850377538860223
order lunch,,2.8128922121963926
deal uber,,0.96437936601383
hour cold,,0.8703428122792087
have forget,,2.4338800734520785
refund miss,,2.234869936976965
good bad,,0.82185746180265
thing go,,1.652759977952024
customer long,,1.0018985293990343
best app,,1.2558564452024517
whole app,,1.0576384443919722
try get,,7.7310579835562345
pay delivery,,3.826284357188355
correct order,,2.658060679541833
minute get,,4.832891499421504
continue do,,1.6916463738760235
have happen,,8.529711300929895
be hot,,3.9645882593646147
try find,,1.1044820772501418
get right,,2.8139496088088536
have delete,,5.609777577658366
have notice,,1.4061111395588628
have pass,,1.0375682274210056
buy food,,0.9329440707811192
end take,,1.090643652753768
future order,,1.4064016763781233
order favorite,,1.13866053680389
deliver multiple,,0.9579972434226085
be miss,,20.39046542319349
be sorry,,5.756754614031699
day make,,0.5728504513058703
issue keep,,1.3216763620600243
have many,,6.084003786615788
order arrive,,5.520795260858324
tip receive,,1.6641673593264912
be kind,,3.322106188874597
be major,,1.68294709178575
be scammed,,1.7071011392843625
go get,,10.959053501636985
take way,,1.6083239806227865
least get,,1.790434907840587
hard get,,1.0962308889569616
hope get,,0.9962108736179462
item receive,,1.578011245663879
receive item,,1.4607097990575728
pick minute,,1.075344240682242
other time,,4.5100984948324
fact have,,1.605734555053212
arrive restaurant,,1.4462176894766041
send restaurant,,1.734020584250398
app work,,4.525160266857271
time live,,0.30025824517740696
wrong order,,10.942828300312732
wish have,,1.3759320327736397
restaurant look,,1.14737660374914
want cancel,,2.008928326684072
get email,,2.6489055090178675
last order,,7.5384491318661375
account try,,0.7444271627421435
give business,,1.336848821690568
be terrible,,13.394718954429585
whole order,,2.7275564027769277
issue last,,0.7654601760150664
customer experience,,2.260394377941929
grubhub need,,1.3000589603578387
notification get,,1.43546340800914
have complain,,1.3533133090276006
have drive,,4.700497023828008
issue credit,,1.2615296364036408
want account,,1.0731739875651565
say need,,1.6077717659569568
refund everything,,1.3060727981904985
be sit,,4.171680004413564
be automated,,1.04861761189425
be ice,,2.9730687842108203
be kick,,0.9398163564816913
be limited,,0.8563914271173008
be stock,,0.8447588250354792
cream be,,0.9109642135471535
insane be,,0.43669015582368725
suppose be,,4.606595237541128
world be,,0.2791055205527663
yesterday be,,1.8004984719279955
time update,,1.3665944635642508
one have,,2.781115821421312
eats door,,1.6750914868078863
save time,,0.8642636729797568
time follow,,1.0945355311037224
do let,,2.947461905045587
town have,,0.4712695675171005
upset have,,0.5342529162281641
take tip,,1.7495052074454696
sorry do,,1.7281498145260368
claim food,,0.9965535121827152
people take,,0.9807467410244328
take people,,0.8716499072002625
driver arrive,,2.16296618119796
have wait,,10.945429659919018
drive restaurant,,1.337999555825906
cause have,,1.436095832714074
someone say,,0.772256921852394
bad app,,2.737287679959615
miss wrong,,0.9543932951081614
time happen,,3.690778555591737
be impossible,,2.4597466648392308
consumer be,,1.295882429578507
pick receive,,1.2817036326332794
late time,,1.5039540946647343
get job,,0.7636054035879205
job get,,0.9675082303807008
pay fee,,1.778904916006923
have car,,1.4542803125382837
be warn,,1.6460719646068507
idk be,,1.5375664323431504
lol be,,1.247603312001237
ticket be,,1.4570918504715151
food quality,,0.9696564761920543
people use,,2.479737410927761
give same,,1.3593108655197386
ask wait,,0.9918804726857038
hour place,,2.6121336166743276
good way,,0.5444509897323602
be case,,4.137321454020828
single order,,1.524970351878734
work contact,,0.4879172360652324
eats last,,0.8182884036069005
first order,,7.850182346086321
want credit,,1.1202080368579945
food cost,,2.0152674994179023
service tell,,5.989061187590147
complain order,,1.6372850768048184
do mean,,1.7464391685158318
be hard,,5.131982331056832
be disconnect,,1.8802131232774264
be hop,,1.3479327783315367
have dinner,,3.094488891922464
low have,,0.47584861527334155
different service,,2.116685368633421
issue see,,1.0858133172890099
someone cancel,,0.9185588017619014
driver keep,,2.2035541412941715
keep tell,,0.8134186980673107
order pickup,,0.8979726658743128
upset order,,0.7002704483789522
year have,,2.0090992574887943
second delivery,,1.1655467719850316
use lot,,2.098845439705939
assume be,,2.075135892589979
be notify,,2.4271214197102826
be real,,3.6610176944297477
food leave,,2.9126214830985435
saw be,,1.4461691883750456
meal deliver,,1.1103468294005685
driver call,,4.196821547823934
tell many,,1.0060389176376
place see,,0.27282891270626247
dollar uber,,1.2173143767886374
good customer,,3.606701940868934
get mess,,1.9790796525505843
experience grubhub,,1.230841062843648
charge fee,,1.6828513110078918
confirm have,,1.1396332942403813
hungry have,,1.270762474440576
do good,,11.221150996923539
get wrong,,6.107188993995546
unacceptable be,,0.8857884376840981
delivery location,,1.156030692861115
get ridiculous,,1.034538184010215
think uber,,0.7356460405003429
update delivery,,1.3056828123303172
option cancel,,0.9337939385045446
time reach,,0.4721388013396402
cancel charge,,2.0262382310957325
wait contact,,1.7906454789812187
please do,,1.4035328108664222
order chicken,,1.4524438386273746
app least,,1.2987976167239006
tell contact,,2.4647291788836974
want money,,2.498304820043922
do convenience,,0.7525710668008082
order today,,2.6387166699099005
half order,,3.0369382234084563
wait more,,0.7407713220287502
use love,,1.2664327160809905
try see,,0.6707410663928409
driver show,,1.9558575761010188
show driver,,2.0073298381814775
have screw,,1.3014193341234774
issue happen,,1.0619536799272498
get charge,,4.785687138571488
money account,,0.608170641513582
want want,,0.733891081232334
arrive time,,1.90075575795749
driver message,,1.4774502606600093
be late,,13.062986654424236
card grubhub,,0.6740973838306111
minute wait,,1.3987605186112588
example order,,0.9208331559417947
order example,,0.446258267054764
horrible use,,0.6754449336278627
person say,,1.0507900702197388
spend uber,,1.2591844820554812
restaurant say,,4.59428309437244
be deliver,,34.38892766030125
see refund,,2.359554772134155
other food,,5.425192114488721
company do,,4.211988482420439
suppose get,,0.8744415965987402
love service,,1.1255082236866891
one use,,0.7432733972945
have complaint,,2.7651837027051465
activity be,,0.5659844245005268
ad be,,0.6843128587302535
be okay,,1.6709926489818563
be prompt,,1.2846480321676452
be reasonable,,1.450906403036762
be separate,,1.568951789088361
be short,,1.0077397614119417
be sure,,7.89992351186711
be suspicious,,0.7020738773834068
be transfer,,1.7625263940975313
bread be,,0.8842232091535649
glad be,,0.9123214001134379
manager be,,1.6741153671068711
manner be,,0.2803178613653106
wan be,,0.859956745049274
food bag,,0.9048155286754354
delivery people,,1.2959943187783285
get someone,,2.19827153343594
find call,,1.229091035911267
explain have,,0.7114969250589929
happen try,,0.8803080007166048
call uber,,3.164870615072992
put order,,3.3929691331229193
be best,,5.478042665217684
do see,,2.925305445829773
take food,,7.5322483903275765
tell need,,0.5520739881217814
policy do,,0.9452582405294734
time waste,,1.6649205451490419
be good,,23.20759475776485
app start,,0.4868497211295045
everything be,,7.157719396446232
credit money,,1.632649770453488
able use,,0.8019122146308323
old order,,1.0120961295407787
screw order,,0.9214394065869751
tonight order,,1.0525276679111397
check order,,3.4711280381300105
say put,,0.6365266455593857
have reach,,1.7333287353016464
delivery show,,1.3356045593377857
fix customer,,0.3479457781383778
drive get,,1.336564609650896
able refund,,1.305360526356761
more item,,0.8292256046257527
other place,,1.4002159242780938
service offer,,2.0409811959091977
have click,,0.8331153432861889
call doordash,,1.6287655515701212
go keep,,1.0305448861273196
pick order,,7.3829386644673285
refund credit,,2.0625015919042373
think be,,9.01461309407849
item pay,,1.5859852907234855
grubhub doordash,,1.629950090155269
point do,,0.9561710071374576
time last,,1.5787344179024978
experience doordash,,0.8723854830277655
account call,,0.4851646795275818
tip delivery,,3.3564232225972734
dollar order,,3.821722342789121
pay uber,,4.110190997102215
half get,,1.4172893375777014
sorry be,,3.882128446975245
be treat,,3.912922416178971
be delay,,5.293994441444382
do arrive,,3.6629277109373115
deliver call,,0.358734794059575
grubhub account,,1.5793334535799275
app refuse,,0.6024592409054087
driver only,,0.8919764798818803
want food,,4.270264499140721
process order,,2.3700219261765527
pas do,,1.1807549363965613
get home,,0.8536221467171022
food deliver,,7.737786067133536
go help,,1.5632305203525978
business uber,,0.9924438078827644
different time,,1.3538015414664308
give tip,,1.7384797584033862
be crap,,1.1667931270882304
be trash,,3.486110002609968
apps have,,1.990802616945334
app love,,0.5694659914256829
hour find,,0.9110566000990871
food night,,1.6017172414041327
half food,,1.3379054872415943
charge item,,1.6514056806807056
wish be,,3.582184516603298
refund send,,1.192420489422407
others be,,2.464567943398962
message get,,0.9927310671037268
be way,,17.623437838757148
go door,,1.167824584427665
give driver,,4.088337081708869
have screen,,1.3840083497335511
be charge,,19.2521778343428
get expensive,,1.4450505264665439
be incorrect,,3.292624552184811
least delivery,,0.852489728649196
next driver,,1.2367142740346684
support take,,1.1289433135944251
order meal,,3.729603693083781
make other,,1.442895976998933
restaurant dasher,,1.1576206900217543
fee other,,1.01465983715787
dasher do,,2.6917401054300063
cancel minute,,1.1754487639282305
minute cancel,,1.610626235478787
issue doordash,,3.0140577910832413
be final,,2.1467646668866203
be ubers,,0.9655465541398176
child be,,0.7062883081434811
client be,,0.6222188706931467
complex be,,0.4096204577267975
girlfriend be,,0.9968078929294332
while be,,1.9957267806371588
new delivery,,1.22797453933513
find customer,,1.6736660358552053
be resolve,,5.418302597263912
have pay,,10.761289892421981
order worth,,2.284056360567036
second order,,4.026671679179727
